Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Chr	Strand	Start	End	Ensembl ID
Olfr1095	old symbol	MGI:3030929	Or5t15	olfactory receptor family 5 subfamily T member 15	protein coding gene	2	-	86681114	86682040	ENSMUSG00000075171
Gm13723	old symbol	MGI:3030930	Or8h6	olfactory receptor family 8 subfamily H member 6	protein coding gene	2	-	86703018	86705146	ENSMUSG00000086338
Olfr1097	old symbol	MGI:3030931	Or8h7	olfactory receptor family 8 subfamily H member 7	protein coding gene	2	-	86720570	86722507	ENSMUSG00000075170
Olfr1098	old symbol	MGI:3030932	Or8h8	olfactory receptor family 8 subfamily H member 8	protein coding gene	2	-	86752927	86753874	ENSMUSG00000075169
Olfr1099	old symbol	MGI:3030933	Or8h9	olfactory receptor family 8 subfamily H member 9	protein coding gene	2	-	86788862	86789800	ENSMUSG00000075168
Olfr1100	old symbol	MGI:3030934	Or8h10	olfactory receptor family 8 subfamily H member 10	protein coding gene	2	-	86808173	86809138	ENSMUSG00000070875
Olfr1101	old symbol	MGI:3030935	Or5t16	olfactory receptor family 5 subfamily T member 16	protein coding gene	2	-	86818586	86819518	ENSMUSG00000075167
Olfr1102	old symbol	MGI:3030936	Or5t17	olfactory receptor family 5 subfamily T member 17	protein coding gene	2	+	86832276	86833338	ENSMUSG00000049843
Olfr1104	old symbol	MGI:3030938	Or8i2	olfactory receptor family 8 subfamily I member 2	protein coding gene	2	-	86851954	86852886	ENSMUSG00000075166
Olfr1105	old symbol	MGI:3030939	Or5be3	olfactory receptor family 5 subfamily BE member 3	protein coding gene	2	-	86863625	86864563	ENSMUSG00000075165
Olfr1106	old symbol	MGI:3030940	Or5j1	olfactory receptor family 5 subfamily J member 1	protein coding gene	2	-	86878640	86879578	ENSMUSG00000075164
Olfr1107	old symbol	MGI:3030941	Or5aq1b	olfactory receptor family 5 subfamily AQ member 1B	protein coding gene	2	-	86901459	86902567	ENSMUSG00000075163
Olfr1109	old symbol	MGI:3030943	Or5aq6	olfactory receptor family 5 subfamily AQ member 6	protein coding gene	2	-	86921539	86926352	ENSMUSG00000075161
Olfr259	old symbol	MGI:3030093	Or5aq7	olfactory receptor family 5 subfamily AQ member 7	protein coding gene	2	-	86937791	86938729	ENSMUSG00000075160
Olfr1110	old symbol	MGI:3030944	Or5aq1	olfactory receptor family 5 subfamily AQ member 1	protein coding gene	2	-	86965725	86970577	ENSMUSG00000075159
Olfr1111	old symbol	MGI:3030945	Or5as1	olfactory receptor family 5 subfamily AS member 1	protein coding gene	2	-	86980064	86981003	ENSMUSG00000075158
Olfr1112	old symbol	MGI:3030946	Or12e1	olfactory receptor family 12 subfamily E member 1	protein coding gene	2	+	87022033	87022989	ENSMUSG00000044487
Olfr1113	old symbol	MGI:3030947	Or10ag52	olfactory receptor family 10 subfamily AG member 52	protein coding gene	2	+	87043238	87044218	ENSMUSG00000070857
Olfr1115	old symbol	MGI:3030949	Or10ag53	olfactory receptor family 10 subfamily AG member 53	protein coding gene	2	+	87082184	87083285	ENSMUSG00000070856
Olfr1116	old symbol	MGI:3030950	Or10ag54	olfactory receptor family 10 subfamily AG member 54	protein coding gene	2	+	87099190	87100113	ENSMUSG00000070855
Olfr1118	old symbol	MGI:3030952	Or10ag56	olfactory receptor family 10 subfamily AG member 56	protein coding gene	2	+	87139108	87140103	ENSMUSG00000083706
Olfr1120	old symbol	MGI:3030954	Or12e8	olfactory receptor family 12 subfamily E member 8	protein coding gene	2	+	87187790	87188734	ENSMUSG00000081234
Olfr1121	old symbol	MGI:3030955	Or12e9	olfactory receptor family 12 subfamily E member 9	protein coding gene	2	+	87201878	87202822	ENSMUSG00000070852
Olfr1122	old symbol	MGI:3030956	Or10ag57	olfactory receptor family 10 subfamily AG member 57	protein coding gene	2	+	87218051	87219031	ENSMUSG00000047594
Olfr1123	old symbol	MGI:3030957	Or10ag2	olfactory receptor family 10 subfamily AG member 2	protein coding gene	2	+	87248394	87249365	ENSMUSG00000043274
Olfr1124	old symbol	MGI:3030958	Or10ag58	olfactory receptor family 10 subfamily AG member 58	protein coding gene	2	+	87264833	87265789	ENSMUSG00000050772
Olfr1126	old symbol	MGI:3030960	Or12e7	olfactory receptor family 12 subfamily E member 7	protein coding gene	2	+	87287511	87288455	ENSMUSG00000058194
Olfr153	old symbol	MGI:1313138	Or5w22	olfactory receptor family 5 subfamily W member 22	protein coding gene	2	+	87362379	87363302	ENSMUSG00000061520
Olfr1128	old symbol	MGI:3030962	Or5w10	olfactory receptor family 5 subfamily W member 10	protein coding gene	2	-	87374951	87375886	ENSMUSG00000075156
Olfr1129	old symbol	MGI:3030963	Or10ag59	olfactory receptor family 10 subfamily AG member 59	protein coding gene	2	+	87405430	87406374	ENSMUSG00000062272
Olfr1130	old symbol	MGI:3030964	Or10ag60	olfactory receptor family 10 subfamily AG member 60	protein coding gene	2	+	87436556	87438678	ENSMUSG00000059205
Olfr1131	old symbol	MGI:3030965	Or5w11	olfactory receptor family 5 subfamily W member 11	protein coding gene	2	+	87458809	87459738	ENSMUSG00000068819
Olfr1132	old symbol	MGI:3030966	Or8w1	olfactory receptor family 8 subfamily U member 1	protein coding gene	2	-	87465163	87466089	ENSMUSG00000068818
Olfr1133	old symbol	MGI:3030967	Or5w1b	olfactory receptor family 5 subfamily W member 1B	protein coding gene	2	-	87475524	87476465	ENSMUSG00000075155
Olfr1134	old symbol	MGI:3030968	Or5w1	olfactory receptor family 5 subfamily W member 1	protein coding gene	2	-	87486269	87488801	ENSMUSG00000111747
Olfr1135	old symbol	MGI:3030969	Or5w12	olfactory receptor family 5 subfamily W member 12	protein coding gene	2	-	87501777	87502709	ENSMUSG00000075153
Olfr1136	old symbol	MGI:3030970	Or5w13	olfactory receptor family 5 subfamily W member 13	protein coding gene	2	-	87523225	87524291	ENSMUSG00000075151
Olfr1137	old symbol	MGI:3030971	Or5w14	olfactory receptor family 5 subfamily W member 14	protein coding gene	2	-	87541316	87542248	ENSMUSG00000075150
Olfr1138	old symbol	MGI:3030972	Or5w15	olfactory receptor family 5 subfamily W member 15	protein coding gene	2	-	87567731	87568666	ENSMUSG00000075149
Olfr1140	old symbol	MGI:3030974	Or5w16	olfactory receptor family 5 subfamily W member 16	protein coding gene	2	+	87576505	87577524	ENSMUSG00000068817
Olfr1141	old symbol	MGI:3030975	Or5w17	olfactory receptor family 5 subfamily W member 17, pseudogene 1	protein coding gene	2	-	87583400	87584335	ENSMUSG00000075148
Olfr152	old symbol	MGI:1313139	Or5i1	olfactory receptor family 5 subfamily I member 1	protein coding gene	2	+	87612880	87613830	ENSMUSG00000068816
Olfr1143	old symbol	MGI:3030977	Or5w18	olfactory receptor family 5 subfamily W member 18	protein coding gene	2	+	87632735	87633679	ENSMUSG00000068815
Olfr1145	old symbol	MGI:3030979	Or12e10	olfactory receptor family 12 subfamily E member 10	protein coding gene	2	+	87640166	87641143	ENSMUSG00000068814
Olfr1148	old symbol	MGI:3030982	Or12e13	olfactory receptor family 12 subfamily E member 13	protein coding gene	2	+	87663385	87664329	ENSMUSG00000061875
Olfr1150-ps1		No associated gene								
Olfr1151	old symbol	MGI:3030985	Or5w8	olfactory receptor family 5 subfamily W member 8	protein coding gene	2	+	87687521	87688447	ENSMUSG00000047039
Olfr1152	old symbol	MGI:3030986	Or5w19	olfactory receptor family 5 subfamily W member 19	protein coding gene	2	+	87698337	87699269	ENSMUSG00000045225
Olfr1153	old symbol	MGI:3030987	Or5w20	olfactory receptor family 5 subfamily W member 20	protein coding gene	2	+	87726521	87727477	ENSMUSG00000048197
Olfr1154	old symbol	MGI:3030988	Or9m1	olfactory receptor family 9 subfamily M member 1	protein coding gene	2	-	87733086	87734018	ENSMUSG00000075146
Olfr1155	old symbol	MGI:3030989	Or5d16	olfactory receptor family 5 subfamily D member 16	protein coding gene	2	-	87773026	87773970	ENSMUSG00000075145
Olfr1156	old symbol	MGI:3030990	Or5l13	olfactory receptor family 5 subfamily L member 13	protein coding gene	2	-	87779534	87780609	ENSMUSG00000075144
Olfr1157	old symbol	MGI:3030991	Or5l14	olfactory receptor family 5 subfamily L member 14	protein coding gene	2	-	87792296	87798601	ENSMUSG00000075143
Olfr74	old symbol	MGI:2151909	Or5d47	olfactory receptor family 5 subfamily D member 47	protein coding gene	2	-	87804051	87805007	ENSMUSG00000075142
Olfr1158	old symbol	MGI:3030992	Or9m2	olfactory receptor family 9 subfamily M member 2	protein coding gene	2	+	87820457	87821398	ENSMUSG00000062793
Olfr1160	old symbol	MGI:3030994	Or9m1b	olfactory receptor family 9 subfamily M member 1B	protein coding gene	2	-	87836161	87837120	ENSMUSG00000075141
Olfr1161	old symbol	MGI:3030995	Or5d35	olfactory receptor family 5 subfamily D member 35	protein coding gene	2	+	87855046	87856057	ENSMUSG00000045150
Olfr73	old symbol	MGI:2151908	Or5d18	olfactory receptor family 5 subfamily D member 18	protein coding gene	2	-	87864540	87865481	ENSMUSG00000075140
Olfr1162	old symbol	MGI:3030996	Or5d14	olfactory receptor family 5 subfamily D member 14	protein coding gene	2	-	87880022	87880966	ENSMUSG00000075139
Olfr1163	old symbol	MGI:3030997	Or5d36	olfactory receptor family 5 subfamily D member 36	protein coding gene	2	-	87900709	87901751	ENSMUSG00000075137
Olfr1164	old symbol	MGI:3030998	Or5d37	olfactory receptor family 5 subfamily D member 37	protein coding gene	2	-	87923199	87924310	ENSMUSG00000075136
Olfr1166	old symbol	MGI:3031000	Or5d38	olfactory receptor family 5 subfamily D member 38	protein coding gene	2	-	87953704	87955337	ENSMUSG00000101078
Olfr1167	old symbol	MGI:3031001	Or5d39	olfactory receptor family 5 subfamily D member 39	protein coding gene	2	-	87979328	87980427	ENSMUSG00000100899
Olfr1168	old symbol	MGI:3031002	Or5d40	olfactory receptor family 5 subfamily D member 40	protein coding gene	2	+	88015223	88016161	ENSMUSG00000061342
Olfr1170	old symbol	MGI:3031004	Or5d41	olfactory receptor family 5 subfamily D member 41	protein coding gene	2	-	88054424	88055374	ENSMUSG00000075133
Olfr1173	old symbol	MGI:3031007	Or5d43	olfactory receptor family 5 subfamily D member 43	protein coding gene	2	-	88104453	88105391	ENSMUSG00000075132
Olfr1174-ps	old symbol	MGI:3031008	Or5d44	olfactory receptor family 5 subfamily D member 44	protein coding gene	2	-	88141176	88142149	ENSMUSG00000080713
Olfr1175-ps	old symbol	MGI:3031009	Or5d45	olfactory receptor family 5 subfamily D member 45	protein coding gene	2	-	88153085	88154078	ENSMUSG00000083855
Olfr1176	old symbol	MGI:3031010	Or5d46	olfactory receptor family 5 subfamily D member 46	protein coding gene	2	+	88169911	88170858	ENSMUSG00000050023
Olfr1177-ps	old symbol	MGI:3031011	Or5d3	olfactory receptor family 5 subfamily D member 3, pseudogene 1	protein coding gene	2	-	88174136	88175071	ENSMUSG00000075128
Olfr1178	old symbol	MGI:3031012	Or4p7	olfactory receptor family 4 subfamily P member 7	protein coding gene	2	+	88221593	88222564	ENSMUSG00000056995
Olfr1179	old symbol	MGI:3031013	Or4p18	olfactory receptor family 4 subfamily P member 18	protein coding gene	2	-	88232353	88233276	ENSMUSG00000075127
Olfr1180	old symbol	MGI:3031014	Or4p19	olfactory receptor family 4 subfamily P member 19	protein coding gene	2	-	88241971	88243033	ENSMUSG00000081836
Olfr1181	old symbol	MGI:3031015	Or4p20	olfactory receptor family 4 subfamily P member 20	protein coding gene	2	-	88253432	88254367	ENSMUSG00000075125
Gm13757	old symbol	MGI:3031370	Or4p21	olfactory receptor family 4 subfamily P member 21	protein coding gene	2	-	88276363	88279465	ENSMUSG00000090097
Olfr1183	old symbol	MGI:3031017	Or4c31	olfactory receptor family 4 subfamily C member 31	protein coding gene	2	+	88291686	88292597	ENSMUSG00000049372
Olfr1184	old symbol	MGI:3031018	Or4p22	olfactory receptor family 4 subfamily P member 22	protein coding gene	2	+	88317078	88318013	ENSMUSG00000051424
Olfr1185-ps1		No associated gene								
Olfr1186	old symbol	MGI:3031020	Or4c100	olfactory receptor family 4 subfamily C member 100	protein coding gene	2	+	88355845	88356934	ENSMUSG00000082882
Olfr1188	old symbol	MGI:3031022	Or4c101	olfactory receptor family 4 subfamily C member 101	protein coding gene	2	+	88389795	88390762	ENSMUSG00000068809
Olfr1189	old symbol	MGI:3031023	Or4c102	olfactory receptor family 4 subfamily C member 102	protein coding gene	2	+	88422150	88423070	ENSMUSG00000068808
Olfr1191-ps1		No associated gene								
Olfr1192-ps1		No associated gene								
Olfr1193	old symbol	MGI:3031027	Or4s2b	olfactory receptor family 4 subfamily S member 2B	protein coding gene	2	+	88508201	88509157	ENSMUSG00000060827
Olfr1195	old symbol	MGI:3031029	Or4c103	olfactory receptor family 4 subfamily C member 103	protein coding gene	2	-	88513148	88514074	ENSMUSG00000075121
Olfr1196	old symbol	MGI:3031030	Or4a66	olfactory receptor family 4 subfamily A member 66	protein coding gene	2	-	88530727	88531671	ENSMUSG00000075120
Olfr1197	old symbol	MGI:3031031	Or4a27	olfactory receptor family 4 subfamily A member 27	protein coding gene	2	-	88558997	88559941	ENSMUSG00000075119
Olfr1198	old symbol	MGI:3031032	Or4p23	olfactory receptor family 4 subfamily P member 23	protein coding gene	2	-	88576304	88577230	ENSMUSG00000075117
Olfr1199	old symbol	MGI:3031033	Or4c104	olfactory receptor family 4 subfamily C member 104	protein coding gene	2	-	88586085	88590829	ENSMUSG00000089892
Olfr1200	old symbol	MGI:3031034	Or4a67	olfactory receptor family 4 subfamily A member 67	protein coding gene	2	-	88597647	88598657	ENSMUSG00000075115
Olfr1201	old symbol	MGI:3031035	Or4c11b	olfactory receptor family 4 subfamily C member 11B	protein coding gene	2	+	88624728	88625651	ENSMUSG00000059023
Olfr1202	old symbol	MGI:3031036	Or4c105	olfactory receptor family 4 subfamily C member 105	protein coding gene	2	+	88643145	88648446	ENSMUSG00000064084
Olfr1205	old symbol	MGI:3031039	Or4c11c	olfactory receptor family 4 subfamily C member 11C	protein coding gene	2	+	88660101	88662386	ENSMUSG00000057447
Olfr1204	old symbol	MGI:3031038	Or4c106	olfactory receptor family 4 subfamily C member 106	protein coding gene	2	+	88682296	88683225	ENSMUSG00000061798
Olfr1206	old symbol	MGI:3031040	Or4c11	olfactory receptor family 4 subfamily C member 11	protein coding gene	2	+	88694951	88695874	ENSMUSG00000062757
Olfr1208	old symbol	MGI:3031042	Or4p8	olfactory receptor family 4 subfamily P member 8	protein coding gene	2	-	88726918	88727992	ENSMUSG00000075114
Olfr1209	old symbol	MGI:3031043	Or4c29	olfactory receptor family 4 subfamily C member 29	protein coding gene	2	-	88739803	88740735	ENSMUSG00000075113
Olfr1211	old symbol	MGI:3031045	Or4c15	olfactory receptor family 4 subfamily C member 15	protein coding gene	2	-	88759722	88764870	ENSMUSG00000075112
Olfr1212	old symbol	MGI:3031046	Or4c107	olfactory receptor family 4 subfamily C member 107	protein coding gene	2	+	88788812	88789747	ENSMUSG00000048226
Gm13762	old symbol	MGI:3031047	Or4c108	olfactory receptor family 4 subfamily C member 108	protein coding gene	2	-	88803298	88810611	ENSMUSG00000075111
Olfr1214	old symbol	MGI:3031048	Or4c109	olfactory receptor family 4 subfamily C member 109	protein coding gene	2	-	88817609	88818544	ENSMUSG00000075110
Olfr1215	old symbol	MGI:3031049	Or4c110	olfactory receptor family 4 subfamily C member 110	protein coding gene	2	-	88831692	88832634	ENSMUSG00000100016
Olfr1216	old symbol	MGI:3031050	Or4c111	olfactory receptor family 4 subfamily C member 111	protein coding gene	2	-	88843471	88844406	ENSMUSG00000075107
Olfr1217	old symbol	MGI:3031051	Or4c112	olfactory receptor family 4 subfamily C member 112	protein coding gene	2	-	88853339	88854443	ENSMUSG00000101391
Olfr1218	old symbol	MGI:3031052	Or4c113	olfactory receptor family 4 subfamily C member 113	protein coding gene	2	-	88884833	88885768	ENSMUSG00000075105
Olfr1219	old symbol	MGI:3031053	Or4c114	olfactory receptor family 4 subfamily C member 114	protein coding gene	2	-	88904498	88905433	ENSMUSG00000075104
Olfr1220	old symbol	MGI:3031054	Or4c115	olfactory receptor family 4 subfamily C member 115	protein coding gene	2	-	88927282	88928307	ENSMUSG00000101480
Olfr1221	old symbol	MGI:3031055	Or4c116	olfactory receptor family 4 subfamily C member 116	protein coding gene	2	-	88941919	88942854	ENSMUSG00000075102
Olfr1222	old symbol	MGI:3031056	Or4c117	olfactory receptor family 4 subfamily C member 117	protein coding gene	2	-	88955138	88956073	ENSMUSG00000075101
Olfr1223	old symbol	MGI:3031057	Or4c118	olfactory receptor family 4 subfamily C member 118	protein coding gene	2	-	88974430	88981680	ENSMUSG00000075100
Olfr1224-ps1		No associated gene								
Olfr1225	old symbol	MGI:3031059	Or4c120	olfactory receptor family 4 subfamily C member 120	protein coding gene	2	-	89000563	89001589	ENSMUSG00000101918
Olfr1226	old symbol	MGI:3031060	Or4c121	olfactory receptor family 4 subfamily C member 121	protein coding gene	2	-	89023444	89024376	ENSMUSG00000075097
Olfr1228	old symbol	MGI:3031062	Or4c122	olfactory receptor family 4 subfamily C member 122	protein coding gene	2	-	89079065	89080036	ENSMUSG00000099486
Olfr1229	old symbol	MGI:3031063	Or4c15b	olfactory receptor family 4 subfamily C member 15B	protein coding gene	2	-	89112540	89113475	ENSMUSG00000075095
Olfr1230	old symbol	MGI:3031064	Or4c123	olfactory receptor family 4 subfamily C member 123	protein coding gene	2	-	89126695	89127612	ENSMUSG00000075094
Olfr1231	old symbol	MGI:3031065	Or4c1	olfactory receptor family 4 subfamily C member 1	protein coding gene	2	-	89132993	89133934	ENSMUSG00000075093
Olfr1232	old symbol	MGI:3031066	Or4c124	olfactory receptor family 4 subfamily C member 124	protein coding gene	2	-	89155587	89156522	ENSMUSG00000075092
Olfr1233	old symbol	MGI:3031067	Or4c125	olfactory receptor family 4 subfamily C member 125	protein coding gene	2	-	89169650	89172735	ENSMUSG00000075091
Olfr1234	old symbol	MGI:3031068	Or4a15	olfactory receptor family 4 subfamily A member 15	protein coding gene	2	-	89190357	89195209	ENSMUSG00000075090
Olfr1238	old symbol	MGI:3031072	Or4a39	olfactory receptor family 4subfamily A member 39	protein coding gene	2	-	89236474	89237421	ENSMUSG00000111517
Olfr1239	old symbol	MGI:3031073	Or4a2	olfactory receptor family 4 subfamily A member 2	protein coding gene	2	-	89247838	89248755	ENSMUSG00000075088
Olfr1240	old symbol	MGI:3031074	Or4a68	olfactory receptor family 4 subfamily A member 68	protein coding gene	2	-	89269614	89270687	ENSMUSG00000111174
Olfr1241	old symbol	MGI:3031075	Or4a69	olfactory receptor family 4 subfamily A member 69	protein coding gene	2	-	89311658	89317470	ENSMUSG00000075086
