Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Chr	Strand	Start	End
Rfx8	current symbol	MGI:3588206	Rfx8	regulatory factor X 8	protein coding gene	1	-	39704459	39760149
Gm3646	current symbol	MGI:3781822	Gm3646	predicted gene 3646	lncRNA gene	1	-	39843308	39844492
1700066B17Rik	current symbol	MGI:1920676	1700066B17Rik	RIKEN cDNA 1700066B17 gene	lncRNA gene	1	-	39881588	39886490
Map4k4	current symbol	MGI:1349394	Map4k4	mitogen-activated protein kinase kinase kinase kinase 4	protein coding gene	1	+	39940073	40065470
Il1r2	current symbol	MGI:96546	Il1r2	interleukin 1 receptor, type II	protein coding gene	1	+	40123872	40164390
Gm16894	current symbol	MGI:4439818	Gm16894	predicted gene, 16894	lncRNA gene	1	-	40115388	40125011
Il1r1	current symbol	MGI:96545	Il1r1	interleukin 1 receptor, type I	protein coding gene	1	+	40264240	40356417
Il1rl2	current symbol	MGI:1913107	Il1rl2	interleukin 1 receptor-like 2	protein coding gene	1	+	40363770	40406722
Il1rl1	current symbol	MGI:98427	Il1rl1	interleukin 1 receptor-like 1	protein coding gene	1	+	40468730	40504575
Il18r1	current symbol	MGI:105383	Il18r1	interleukin 18 receptor 1	protein coding gene	1	+	40504712	40540014
Il18rap	current symbol	MGI:1338888	Il18rap	interleukin 18 receptor accessory protein	protein coding gene	1	+	40554522	40590865
Gm35801	current symbol	MGI:5594960	Gm35801	predicted gene, 35801	lncRNA gene	1	-	40611348	40619822
Slc9a4	current symbol	MGI:105074	Slc9a4	solute carrier family 9 (sodium/hydrogen exchanger), member 4	protein coding gene	1	+	40619241	40669885
Slc9a2	current symbol	MGI:105075	Slc9a2	solute carrier family 9 (sodium/hydrogen exchanger), member 2	protein coding gene	1	+	40720872	40808045
Gm37623	current symbol	MGI:5610851	Gm37623	predicted gene, 37623	lncRNA gene	1	-	40730602	40736796
Gm37915	current symbol	MGI:5611143	Gm37915	predicted gene, 37915	lncRNA gene	1	+	40810545	40824538
Mfsd9	current symbol	MGI:2443548	Mfsd9	major facilitator superfamily domain containing 9	protein coding gene	1	-	40811200	40829817
Tmem182	current symbol	MGI:1923725	Tmem182	transmembrane protein 182	protein coding gene	1	+	40844761	40896047
4930448I06Rik	current symbol	MGI:1922147	4930448I06Rik	RIKEN cDNA 4930448I06 gene	lncRNA gene	1	-	41206747	41220412
Gm28634	current symbol	MGI:5579340	Gm28634	predicted gene 28634	lncRNA gene	1	-	41566091	41568703
Gm29260	current symbol	MGI:5579966	Gm29260	predicted gene 29260	lncRNA gene	1	+	41782848	41978749
Gm9915	current symbol	MGI:3641924	Gm9915	predicted gene 9915	lncRNA gene	1	+	42268886	42270268
Gm29664	current symbol	MGI:5580370	Gm29664	predicted gene 29664	lncRNA gene	1	-	42277393	42277855
Gm28175	current symbol	MGI:5578881	Gm28175	predicted gene 28175	lncRNA gene	1	+	42298929	42343592
Gm28140	current symbol	MGI:5578846	Gm28140	predicted gene 28140	lncRNA gene	1	-	42363750	42395097
Pantr1	current symbol	MGI:1913547	Pantr1	POU domain, class 3, transcription factor 3 adjacent noncoding transcript 1	lncRNA gene	1	-	42687360	42733985
Gm20646	current symbol	MGI:5313093	Gm20646	predicted gene 20646	lncRNA gene	1	+	42734085	42783951
Pou3f3	current symbol	MGI:102564	Pou3f3	POU domain, class 3, transcription factor 3	protein coding gene	1	+	42734928	42739370
Pantr2	current symbol	MGI:1913870	Pantr2	POU domain, class 3, transcription factor 3 adjacent noncoding transcript 2	lncRNA gene	1	-	42746221	42752614
Dalir	current symbol	MGI:5579231	Dalir	DNMT1 associated long intergenic non-coding RNA	lncRNA gene	1	+	42789872	42792041
Mrps9	current symbol	MGI:1916777	Mrps9	mitochondrial ribosomal protein S9	protein coding gene	1	+	42890393	42944843
Gpr45	current symbol	MGI:2135882	Gpr45	G protein-coupled receptor 45	protein coding gene	1	+	42992032	43074611
Tgfbrap1	current symbol	MGI:2447427	Tgfbrap1	transforming growth factor, beta receptor associated protein 1	protein coding gene	1	-	43086360	43137788
Gm28782	current symbol	MGI:5579488	Gm28782	predicted gene 28782	lncRNA gene	1	+	43095427	43096294
8430432A02Rik	current symbol	MGI:1918774	8430432A02Rik	RIKEN cDNA 8430432A02 gene	lncRNA gene	1	+	43131748	43132995
AI597479	current symbol	MGI:2138299	AI597479	expressed sequence AI597479	protein coding gene	1	+	43137870	43155106
Fhl2	current symbol	MGI:1338762	Fhl2	four and a half LIM domains 2	protein coding gene	1	-	43162234	43236144
Gm29040	current symbol	MGI:5579746	Gm29040	predicted gene 29040	lncRNA gene	1	-	43287318	43300278
Nck2	current symbol	MGI:1306821	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2	protein coding gene	1	+	43484643	43609678
Ecrg4	current symbol	MGI:1926146	Ecrg4	ECRG4 augurin precursor	protein coding gene	1	+	43769762	43781724
Gm29155	current symbol	MGI:5579861	Gm29155	predicted gene 29155	lncRNA gene	1	-	43781121	43783055
Gm29157	current symbol	MGI:5579863	Gm29157	predicted gene 29157	lncRNA gene	1	+	43782075	43782686
Gm29156	current symbol	MGI:5579862	Gm29156	predicted gene 29156	lncRNA gene	1	-	43784944	43785442
Uxs1	current symbol	MGI:1915133	Uxs1	UDP-glucuronate decarboxylase 1	protein coding gene	1	-	43786126	43866960
Tpp2	current symbol	MGI:102724	Tpp2	tripeptidyl peptidase II	protein coding gene	1	+	43973130	44042160
Mettl21c	current symbol	MGI:3611450	Mettl21c	methyltransferase 21C, AARS1 lysine	protein coding gene	1	-	44048568	44059194
Gm8251		No associated gene							
Tex30	current symbol	MGI:1922873	Tex30	testis expressed 30	protein coding gene	1	-	44125773	44141601
Poglut2	current symbol	MGI:1919300	Poglut2	protein O-glucosyltransferase 2	protein coding gene	1	-	44145706	44157968
Bivm	current symbol	MGI:2179809	Bivm	basic, immunoglobulin-like variable motif containing	protein coding gene	1	+	44158117	44183930
Ercc5	current symbol	MGI:103582	Ercc5	excision repair cross-complementing rodent repair deficiency, complementation group 5	protein coding gene	1	+	44186904	44220420
Mettl21e	current symbol	MGI:2685837	Mettl21e	methyltransferase like 21E	protein coding gene	1	-	44243230	44258121
Gm28893	current symbol	MGI:5579599	Gm28893	predicted gene 28893	lncRNA gene	1	+	44431969	44433607
Gulp1	current symbol	MGI:1920407	Gulp1	GULP, engulfment adaptor PTB domain containing 1	protein coding gene	1	+	44590671	44835998
4930521E06Rik	current symbol	MGI:1922316	4930521E06Rik	RIKEN cDNA 4930521E06 gene	lncRNA gene	1	-	44778836	44784109
Col3a1	current symbol	MGI:88453	Col3a1	collagen, type III, alpha 1	protein coding gene	1	+	45350698	45388866
Col5a2	current symbol	MGI:88458	Col5a2	collagen, type V, alpha 2	protein coding gene	1	-	45413491	45542442
Wdr75	current symbol	MGI:1920924	Wdr75	WD repeat domain 75	protein coding gene	1	+	45834326	45862779
Gm5269	current symbol	MGI:3646793	Gm5269	predicted gene 5269	pseudogene	1	-	45928685	45929433
Slc40a1	current symbol	MGI:1315204	Slc40a1	solute carrier family 40 (iron-regulated transporter), member 1	protein coding gene	1	-	45947228	45965683
Dnah7b	current symbol	MGI:2684953	Dnah7b	dynein, axonemal, heavy chain 7B	protein coding gene	1	+	46105475	46412710
Dnah7c	current symbol	MGI:3639762	Dnah7c	dynein, axonemal, heavy chain 7C	protein coding gene	1	+	46464752	46846636
Slc39a10	current symbol	MGI:1914515	Slc39a10	solute carrier family 39 (zinc transporter), member 10	protein coding gene	1	-	46846704	46932012
Gm28151	current symbol	MGI:5578857	Gm28151	predicted gene 28151	lncRNA gene	1	-	46888689	46889639
Gm28826	current symbol	MGI:5579532	Gm28826	predicted gene 28826	lncRNA gene	1	+	47192621	47228231
C230029F24Rik	current symbol	MGI:3045370	C230029F24Rik	RIKEN cDNA C230029F24 gene	lncRNA gene	1	+	49283775	49379590
4933411E06Rik	current symbol	MGI:1918431	4933411E06Rik	RIKEN cDNA 4933411E06 gene	lncRNA gene	1	+	50146629	50148121
Gm29665	current symbol	MGI:5580371	Gm29665	predicted gene 29665	lncRNA gene	1	-	50436711	50437238
Gm28321	current symbol	MGI:5579027	Gm28321	predicted gene 28321	lncRNA gene	1	+	50854534	50856860
Tmeff2	current symbol	MGI:1861735	Tmeff2	transmembrane protein with EGF-like and two follistatin-like domains 2	protein coding gene	1	+	50951946	51226429
Gm28322	current symbol	MGI:5579028	Gm28322	predicted gene 28322	lncRNA gene	1	+	50943603	50945077
Gm28319	current symbol	MGI:5579025	Gm28319	predicted gene 28319	lncRNA gene	1	-	51177440	51180381
Gm28320	current symbol	MGI:5579026	Gm28320	predicted gene 28320	lncRNA gene	1	+	51187468	51189740
Gm29325	current symbol	MGI:5580031	Gm29325	predicted gene 29325	lncRNA gene	1	+	51234380	51236907
9330175M20Rik	current symbol	MGI:3045285	9330175M20Rik	RIKEN cDNA 9330175M20 gene	lncRNA gene	1	-	51257545	51372938
Cavin2	current symbol	MGI:99513	Cavin2	caveolae associated 2	protein coding gene	1	+	51328285	51342119
1700072G22Rik	current symbol	MGI:1920746	1700072G22Rik	RIKEN cDNA 1700072G22 gene	lncRNA gene	1	-	51497091	51498090
Nabp1	current symbol	MGI:1923258	Nabp1	nucleic acid binding protein 1	protein coding gene	1	-	51505021	51517584
Gm17767	current symbol	MGI:5009931	Gm17767	predicted gene, 17767	lncRNA gene	1	-	51548664	51635877
Gm28055	current symbol	MGI:5578761	Gm28055	predicted gene 28055	lncRNA gene	1	-	51735483	51786219
Myo1b	current symbol	MGI:107752	Myo1b	myosin IB	protein coding gene	1	-	51788917	51955143
Gm29453	current symbol	MGI:5580159	Gm29453	predicted gene 29453	lncRNA gene	1	-	51886999	51888277
Gm28323	current symbol	MGI:5579029	Gm28323	predicted gene 28323	lncRNA gene	1	-	51916269	51918767
Stat4	current symbol	MGI:103062	Stat4	signal transducer and activator of transcription 4	protein coding gene	1	+	52026307	52146348
Gm31812	current symbol	MGI:5590971	Gm31812	predicted gene, 31812	lncRNA gene	1	-	52147280	52152910
Stat1	current symbol	MGI:103063	Stat1	signal transducer and activator of transcription 1	protein coding gene	1	+	52158599	52201024
Gls	current symbol	MGI:95752	Gls	glutaminase	protein coding gene	1	-	52202607	52272391
Nab1	current symbol	MGI:107564	Nab1	Ngfi-A binding protein 1	protein coding gene	1	-	52496453	52539838
Gm553	current symbol	MGI:2685399	Gm553	predicted gene 553	lncRNA gene	1	+	52562058	52621838
Gm28178	current symbol	MGI:5578884	Gm28178	predicted gene 28178	lncRNA gene	1	-	52609173	52619450
Nemp2	current symbol	MGI:2444113	Nemp2	nuclear envelope integral membrane protein 2	protein coding gene	1	+	52669862	52691078
Mfsd6	current symbol	MGI:1922925	Mfsd6	major facilitator superfamily domain containing 6	protein coding gene	1	-	52695445	52766517
Gm29670	current symbol	MGI:5580376	Gm29670	predicted gene 29670	lncRNA gene	1	-	52741431	52743921
Inpp1	current symbol	MGI:104848	Inpp1	inositol polyphosphate-1-phosphatase	protein coding gene	1	-	52824586	52856847
Hibch	current symbol	MGI:1923792	Hibch	3-hydroxyisobutyryl-Coenzyme A hydrolase	protein coding gene	1	+	52884197	52960145
1700019D03Rik	current symbol	MGI:1914330	1700019D03Rik	RIKEN cDNA 1700019D03 gene	protein coding gene	1	-	52961483	53031816
Mstn	current symbol	MGI:95691	Mstn	myostatin	protein coding gene	1	+	53100799	53107238
1700019A02Rik	current symbol	MGI:1916647	1700019A02Rik	RIKEN cDNA 1700019A02 gene	protein coding gene	1	-	53197736	53226795
Pms1	current symbol	MGI:1202302	Pms1	PMS1 homolog 1, mismatch repair system component	protein coding gene	1	-	53228346	53336177
Gm28777	current symbol	MGI:5579483	Gm28777	predicted gene 28777	lncRNA gene	1	+	53235272	53236854
Ormdl1	current symbol	MGI:2181669	Ormdl1	ORM1-like 1 (S. cerevisiae)	protein coding gene	1	+	53336254	53349404
Osgepl1	current symbol	MGI:1919335	Osgepl1	O-sialoglycoprotein endopeptidase-like 1	protein coding gene	1	+	53352783	53365502
Asnsd1	current symbol	MGI:1917646	Asnsd1	asparagine synthetase domain containing 1	protein coding gene	1	-	53383776	53391911
Asdurf	current symbol	MGI:5905289	Asdurf	Asnsd1 upstream reading frame	protein coding gene	1	-	53387638	53391778
Dnah7a	current symbol	MGI:2685838	Dnah7a	dynein, axonemal, heavy chain 7A	protein coding gene	1	-	53436165	53745943
Stk17b	current symbol	MGI:2138162	Stk17b	serine/threonine kinase 17b (apoptosis-inducing)	protein coding gene	1	-	53794671	53824374
Hecw2	current symbol	MGI:2685817	Hecw2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	protein coding gene	1	-	53846031	54234193
Ccdc150	current symbol	MGI:1925266	Ccdc150	coiled-coil domain containing 150	protein coding gene	1	+	54289842	54407886
Gtf3c3	current symbol	MGI:2138383	Gtf3c3	general transcription factor IIIC, polypeptide 3	protein coding gene	1	-	54435163	54478130
Gm34066	current symbol	MGI:5593225	Gm34066	predicted gene, 34066	protein coding gene	1	-	54482563	54495922
Pgap1	current symbol	MGI:2443342	Pgap1	post-GPI attachment to proteins 1	protein coding gene	1	-	54512159	54596843
Ankrd44	current symbol	MGI:3045243	Ankrd44	ankyrin repeat domain 44	protein coding gene	1	-	54684499	54965546
4930444A19Rik	current symbol	MGI:1921230	4930444A19Rik	RIKEN cDNA 4930444A19 gene	lncRNA gene	1	+	54720710	54805513
Sf3b1	current symbol	MGI:1932339	Sf3b1	splicing factor 3b, subunit 1	protein coding gene	1	-	55024328	55066640
Coq10b	current symbol	MGI:1915126	Coq10b	coenzyme Q10B	protein coding gene	1	+	55091929	55111861
Hspd1	current symbol	MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	protein coding gene	1	-	55116994	55127402
Hspe1	current symbol	MGI:104680	Hspe1	heat shock protein 1 (chaperonin 10)	protein coding gene	1	+	55127307	55130476
Mob4	current symbol	MGI:104899	Mob4	MOB family member 4, phocein	protein coding gene	1	+	55170404	55194058
Rftn2	current symbol	MGI:1921263	Rftn2	raftlin family member 2	protein coding gene	1	-	55209318	55265941
Gm10561	current symbol	MGI:3648163	Gm10561	predicted gene 10561	lncRNA gene	1	+	55265776	55274783
Mars2	current symbol	MGI:2444136	Mars2	methionine-tRNA synthetase 2 (mitochondrial)	protein coding gene	1	+	55276336	55279217
Boll	current symbol	MGI:1922638	Boll	boule homolog, RNA binding protein	protein coding gene	1	-	55287817	55402628
Plcl1	current symbol	MGI:3036262	Plcl1	phospholipase C-like 1	protein coding gene	1	+	55445080	55793444
9130227L01Rik	current symbol	MGI:2445084	9130227L01Rik	RIKEN cDNA 9130227L01 gene	lncRNA gene	1	+	55970400	56011257
1700003I22Rik	current symbol	MGI:1916606	1700003I22Rik	RIKEN cDNA 1700003I22 gene	lncRNA gene	1	+	56058137	56059362
Gm28240	current symbol	MGI:5578946	Gm28240	predicted gene 28240	lncRNA gene	1	+	56570983	56573035
Hsfy2	current symbol	MGI:1918316	Hsfy2	heat shock transcription factor, Y-linked 2	protein coding gene	1	-	56675203	56676594
Satb2	current symbol	MGI:2679336	Satb2	special AT-rich sequence binding protein 2	protein coding gene	1	-	56833140	57017809
9130024F11Rik	current symbol	MGI:1926150	9130024F11Rik	RIKEN cDNA 9130024F11 gene	lncRNA gene	1	+	57010628	57014355
1700126A01Rik	current symbol	MGI:1920852	1700126A01Rik	RIKEN cDNA 1700126A01 gene	lncRNA gene	1	+	57166499	57168559
BC055402	current symbol	MGI:3039597	BC055402	cDNA sequence BC055402	lncRNA gene	1	-	57239804	57254152
4930558J18Rik	current symbol	MGI:1922573	4930558J18Rik	RIKEN cDNA 4930558J18 gene	lncRNA gene	1	-	57398381	57416703
1700066M21Rik	current symbol	MGI:1920717	1700066M21Rik	RIKEN cDNA 1700066M21 gene	protein coding gene	1	+	57416779	57424582
Tyw5	current symbol	MGI:1915986	Tyw5	tRNA-yW synthesizing protein 5	protein coding gene	1	-	57427394	57445833
Maip1	current symbol	MGI:1915365	Maip1	matrix AAA peptidase interacting protein 1	protein coding gene	1	+	57445487	57457112
Spats2l	current symbol	MGI:1914448	Spats2l	spermatogenesis associated, serine-rich 2-like	protein coding gene	1	+	57813321	57987553
Gm17234	current symbol	MGI:4938061	Gm17234	predicted gene 17234	lncRNA gene	1	-	57948994	57956270
Kctd18	current symbol	MGI:3603813	Kctd18	potassium channel tetramerisation domain containing 18	protein coding gene	1	-	57994260	58009298
Sgo2a	current symbol	MGI:1098767	Sgo2a	shugoshin 2A	protein coding gene	1	+	58035130	58065058
Aox1	current symbol	MGI:88035	Aox1	aldehyde oxidase 1	protein coding gene	1	+	58069090	58145572
Aox3	current symbol	MGI:1918974	Aox3	aldehyde oxidase 3	protein coding gene	1	+	58152289	58239857
Aox4	current symbol	MGI:1919122	Aox4	aldehyde oxidase 4	protein coding gene	1	+	58249556	58307756
Gm15759	current symbol	MGI:3783202	Gm15759	predicted gene 15759	lncRNA gene	1	-	58328574	58354814
Aox2	current symbol	MGI:3529596	Aox2	aldehyde oxidase 2	protein coding gene	1	+	58317485	58418423
Bzw1	current symbol	MGI:1914132	Bzw1	basic leucine zipper and W2 domains 1	protein coding gene	1	+	58432057	58446512
Clk1	current symbol	MGI:107403	Clk1	CDC-like kinase 1	protein coding gene	1	-	58451147	58463247
Ppil3	current symbol	MGI:1917475	Ppil3	peptidylprolyl isomerase (cyclophilin)-like 3	protein coding gene	1	-	58470153	58484645
Nif3l1	current symbol	MGI:1929485	Nif3l1	Ngg1 interacting factor 3-like 1 (S. pombe)	protein coding gene	1	+	58484310	58501435
Orc2	current symbol	MGI:1328306	Orc2	origin recognition complex, subunit 2	protein coding gene	1	-	58501930	58544268
Gm15834	current symbol	MGI:3802168	Gm15834	predicted gene 15834	lncRNA gene	1	+	58544307	58562389
Fam126b		No associated gene							
Ndufb3	current symbol	MGI:1913745	Ndufb3	NADH:ubiquinone oxidoreductase subunit B3	protein coding gene	1	+	58625556	58635123
Flacc1	current symbol	MGI:1918359	Flacc1	flagellum associated containing coiled-coil domains 1	protein coding gene	1	-	58696085	58735167
Cflar	current symbol	MGI:1336166	Cflar	CASP8 and FADD-like apoptosis regulator	protein coding gene	1	+	58750667	58798043
Casp8	current symbol	MGI:1261423	Casp8	caspase 8	protein coding gene	1	+	58834533	58886662
Trak2	current symbol	MGI:1918077	Trak2	trafficking protein, kinesin binding 2	protein coding gene	1	-	58939608	59012589
Stradb	current symbol	MGI:2144047	Stradb	STE20-related kinase adaptor beta	protein coding gene	1	+	59012681	59034281
C2cd6	current symbol	MGI:1920713	C2cd6	C2 calcium dependent domain containing 6	protein coding gene	1	-	59036275	59134059
AC169382.1		No associated gene							
Gm29018	current symbol	MGI:5579724	Gm29018	predicted gene 29018	lncRNA gene	1	+	59075093	59077059
Tmem237	current symbol	MGI:2138365	Tmem237	transmembrane protein 237	protein coding gene	1	-	59139749	59159567
G730003C15Rik	current symbol	MGI:3641700	G730003C15Rik	RIKEN cDNA G730003C15 gene	lncRNA gene	1	+	59158988	59161300
Mpp4	current symbol	MGI:2386681	Mpp4	membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)	protein coding gene	1	-	59160094	59202548
Gm29017	current symbol	MGI:5579723	Gm29017	predicted gene 29017	lncRNA gene	1	+	59190206	59208479
Als2	current symbol	MGI:1921268	Als2	alsin Rho guanine nucleotide exchange factor	protein coding gene	1	-	59202085	59276390
